District,Year,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Temperature_6,Temperature_7,Temperature_8,Temperature_9,Temperature_10,Temperature_11,Temperature_12,Rainfall_1,Rainfall_2,Rainfall_3,Rainfall_4,Rainfall_5,Rainfall_6,Rainfall_7,Rainfall_8,Rainfall_9,Rainfall_10,Rainfall_11,Rainfall_12,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Humidity_6,Humidity_7,Humidity_8,Humidity_9,Humidity_10,Humidity_11,Humidity_12,January,February,March,April,May,June,July,August,September,October,November,December
Rajshahi,2019,17.945,20.395,24.765,28.74,30.83,31.08,30.49,30.705,29.83,27.2,24.145,18.455,0,46,67,114,147,121,262,114,187,174,3,0,76.81,69.93,71.52,70.5,75.52,88.27,86.45,87.23,84.03,82.84,76.67,81.13,,,,,,,,6018,198,84,40,8
Rajshahi,2020,17.39,19.64,24.83,28.11,28.995,30.485,30.395,30.84,30.465,29.33,23.81,19.08,16,1,27,32,187,283,412,142,213,98,0,0,84.65,73.79,68.06,70.33,79.87,81.1,81.71,86.35,83.8,83.74,78.03,77.42,0,0,0,0,0,0,0,0,0,0,0,0
Rajshahi,2021,17.605,20.97,26.915,30.18,29.525,30.06,30.365,30.36,30.22,28.85,23.395,20.295,0,0,0,15,140,263,325,542,135,116,1,1,80.48,74.39,70.55,69.2,76.1,87.57,85.94,86.9,85.13,85.35,81.77,83.32,0,0,0,0,0,0,0,1,30,28,23,2
Rajshahi,2022,17.15900538,18.35550595,26.1344086,29.53833333,28.32446237,29.00236111,29.2,28.67715054,27.84347222,26.3625,22.61041667,19.43548387,25.8,63.1,4.1,86.6,199.9,224.6,168.3,231.7,344.3,152,0,0.2,80.13575269,75.52827381,63.40322581,72.12083333,79.65053763,82.35138889,80.96908602,83.01209677,87.39583333,80.97983871,72.3625,74.00672043,0,0,0,0,0,0,0,0,37,245,190,44
Rajshahi,2023,17.21532258,21.13556548,24.90241935,28.71986111,29.30752688,30.89416667,29.34166667,28.92741935,28.65180556,26.62231183,23.82,19.72634409,0,0,53.2,37.1,94.5,287.6,260.2,322.7,299.5,135.5,3.4,35.4,79.26344086,65.51190476,66.22580645,58.05138889,69.45833333,73.90833333,82.97715054,84.68010753,85.47638889,79.01747312,72.41388889,76.55645161,4,0,0,0,0,0,196,806,1262,1805,1715,290
Rajshahi,2024,21.3,21.9,24.9,34.5,37,31.6,28.8,28.8,28.8,29.6,,,0,0.04,0,0,0,3.77,19.12,1.84,0.72,3.85,,,45,49,25,22,21,69,81,80,80,77,,,10,1,0,1,0,0,0,0,91,319,,
Rangamati,2019,19.665,21.895,25.295,28.545,30,29.48,28.135,29.075,29.015,28.195,25.43,20.26,0,36,15,102,215,267,1137,355,271,170,133,5,77.16,69.57,65.77,66.73,74.1,84.6,84.23,85.81,84.6,81.87,80.93,84,,,,,,,,588,29,3,0,0
Rangamati,2020,19.46,20.635,25.525,28.18,28.83,29.03,28.82,28.9,29.385,29.645,25.05,20.7,52,5,0,147,340,350,433,213,289,324,34,0,78.65,68.82,65.65,66.6,75.45,85.5,84.48,86.32,83.07,80.68,76.97,79.74,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,2021,20.55,21.9,27.51,30.095,30.33,28.24,28.555,28.27,29.255,28.925,24.91,21.295,0,0,0,32,99,375,478,568,231,146,0,73,82.94,73.61,68.45,65.4,76.84,85.67,86.29,87.1,85.27,83.19,82.33,84.26,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,2022,19.93454301,20.50639881,26.03776882,28.11069444,27.70793011,26.94347222,28.35913978,28.32983871,27.52416667,27.7030914,25.37541667,22.02620968,42.2,35.3,6.5,60.4,253.7,317.3,265.5,246.4,394.3,193.8,3.9,2.1,76.27150538,66.83928571,62.22177419,76.79305556,82.89784946,87.90277778,84.0766129,83.83467742,87.81666667,81.57392473,73.64583333,75.64112903,0,0,0,0,0,0,0,0,0,7,30,4
Rangamati,2023,20.35053763,22.78184524,25.14731183,28.40555556,28.70268817,28.45055556,28.47916667,27.15524194,28.05569444,27.14233871,25.02805556,21.97849462,0,0.5,44,62.6,157.7,309.2,275.8,540.2,393,139.5,67.2,38.9,73.54435484,65.44196429,68.44354839,68.80138889,75.05510753,83.86944444,85.0672043,90.39650538,87.4375,82.20833333,79.53333333,80.33602151,0,0,0,0,0,9,53,104,124,106,71,24
Rangamati,2024,19,20,23,27.7,30.2,29.2,25.3,24.4,26.9,26.7,,,0,0,0,0,0.01,1.06,87.44,45.43,3.18,16.74,,,68,52,41,62,64,79,97,96,85,90,,,3,1,0,0,0,0,4,2,5,28,,
Rangpur,2019,18.635,20.4,23.735,26.385,27.69,29.595,29.62,30.74,28.715,26.905,24.705,18.14,0,28,2,141,347,288,594,223,517,149,0,0,84.26,75.18,70.39,71.37,77.77,83.2,84.35,86.35,83.93,84.94,82.3,84.42,,,,,,,,7554,105,54,25,5
Rangpur,2020,17.21,19.445,23.81,25.995,27.43,29.505,29.105,30.585,28.75,28.94,23.69,19.43,7,2,32,194,347,390,803,181,1035,119,0,0,78.16,71.61,68.29,70.33,75,88.4,85.58,86.68,85.13,83.35,78.5,81.29,0,0,0,0,0,0,0,0,0,0,0,0
Rangpur,2021,17.44,21.035,25.125,27.785,27.87,29.35,30.035,29.685,29.945,28.375,23.605,20.74,0,0,4,27,292,201,194,424,193,384,0,5,85.74,75.04,74.68,74.8,80.26,84.83,85.52,87.71,82.63,83.52,79.73,81.74,0,0,0,0,0,0,0,2,4,10,2,0
Rangpur,2022,16.20215054,17.08244048,24.79314516,25.37041667,26.22405914,26.85541667,29.12110215,28.77123656,27.24013889,25.36626344,21.85222222,18.76908602,11.1,60.7,48.8,274.5,481.3,983.7,254,201.3,408.3,237.6,1.3,0,81.31451613,75,64.18817204,84.37361111,84.9233871,88.24722222,80.91129032,82.50403226,88.15972222,85.32526882,78.74166667,78.11693548,0,0,0,0,0,0,0,0,2,11,21,6
Rangpur,2023,15.97889785,19.8,23.26008065,26.64125,27.06935484,28.31555556,29.01478495,28.55322581,28.54180556,25.77916667,23.11833333,19.17715054,0,3.3,53.2,91.1,258.9,674,392.1,384.9,331.4,207.9,4.7,9.4,81.78763441,72.66964286,68.58736559,65.50416667,74.81182796,82.04166667,83.47849462,85.9233871,86.18333333,83.46102151,73.99861111,78.63306452,1,0,0,0,0,6,211,420,273,229,130,29
Rangpur,2024,21.5,21,24.7,31.7,33.9,28.1,27.3,30.4,29.7,28.9,,,0,0.01,0,0,0,8.55,42.39,0.13,8.25,3.92,,,43,38,25,28,36,83,91,70,74,79,,,8,0,0,0,0,0,0,0,61,124,,
Satkhira,2019,18.675,21.69,25.905,29.26,31.28,30.965,30.645,29.775,29.685,28.465,25.08,19.94,0,125,86,101,117,218,143,573,245,112,172,11,79,63.82,61.55,63.6,76.68,83.37,82.23,84.87,79.07,77.65,72.17,72.81,,,,,,,,2745,357,124,35,13
Satkhira,2020,18.885,20.915,26.035,29.135,29.445,30.225,30.385,30.05,30.16,29.585,24.915,20.02,34,2,86,20,316,295,266,423,79,66,5,0,78.32,72.43,69.81,66.9,72.13,84.57,85.1,85.52,85.47,82.1,75.83,80.58,25,29,31,30,31,30,31,31,30,31,30,31
Satkhira,2021,19.77,22.115,27.93,30.31,30.18,29.295,29.87,29.695,29.2,29.16,24.46,20.63,0,3,0,1,122,440,472,248,351,217,3,87,72.45,60.61,57.84,60.83,69.81,83.13,82.87,83.35,80.03,77.32,68.73,72.77,0,0,0,0,0,0,0,4,8,6,4,3
Satkhira,2022,18.17002688,20.25491071,26.73844086,29.66097222,28.95537634,29.28458333,28.67298387,28.18561828,27.92055556,26.49475806,23.04277778,20.46465054,18,37.1,19.9,72.1,195.9,258.4,176.1,288.8,362.3,224.8,0.4,0.7,76.50537634,73.33779762,65.67069892,76.59166667,80.44623656,81.79305556,82.79435484,85.36693548,86.875,82.27016129,70.81388889,70.41935484,0,0,0,1,0,3,3,2,14,22,21,3
Satkhira,2023,19.4905914,23.39255952,25.68951613,29.11569444,29.15981183,29.80347222,28.92647849,28.69287634,28.20597222,27.10793011,24.01388889,19.84153226,0.1,2.1,150.5,51.4,239.3,415.2,231.8,397.3,303.8,161.8,65.1,52.7,73.58064516,65.76934524,70.49596774,72.04166667,78.29569892,83.84305556,84.36827957,85.69758065,87.34305556,78.48252688,74.01805556,77.68145161,0,0,0,0,1,7,141,225,377,435,270,44
Satkhira,2024,22.2,23.2,26.4,33.5,35.2,32,29,27.7,28.4,29.3,,,0,0.25,0,0,0,0.2,19.1,8.67,4.37,5.21,,,44,59,29,43,48,69,81,88,82,81,,,5,0,3,0,0,1,6,17,59,165,,
Shariatpur,2019,20.78,22.465,26.36,29.065,30.595,30.56,29.41,30.015,29.87,28.65,25.975,20.735,0,134,89,71,143,212,310,354,214,171,113,4,72.45,60.61,57.84,60.83,69.81,83.13,82.87,83.35,80.03,77.32,68.73,72.77,,,,,,,,3330,144,68,27,21
Shariatpur,2020,19.335,21.84,26.51,28.315,29.305,29.76,29.87,29.65,30.235,29.905,25.68,21.02,22,0,20,165,305,250,273,247,194,133,10,0,82.52,72.61,66.48,65,77.58,83.87,83.84,84.77,83.63,82.03,78.43,79.68,0,0,0,0,0,0,0,0,0,2,68,239
Shariatpur,2021,20.24,22.71,28.42,30.205,30.575,29.035,29.87,30.02,29.955,29.74,25.075,21.745,0,0,1,42,166,427,357,192,139,81,27,113,85.74,75.04,74.68,74.8,80.26,84.83,85.52,87.71,82.63,83.52,79.73,81.74,3,0,0,0,0,6,1,6,22,25,3,1
Shariatpur,2022,19.0516129,20.37261905,27.4077957,28.92513889,28.02526882,28.19069444,28.82903226,28.64045699,27.85763889,26.93172043,24.20722222,20.98494624,11.2,24,21.1,150,205.1,306.1,103.6,163.2,368.9,246.8,0.1,3.5,75.65591398,69.63095238,59.35887097,77.2125,83.1922043,84.85972222,81.52419355,82.05510753,86.50833333,81.73924731,70.64861111,72.74865591,0,0,0,0,0,0,0,0,10,31,45,25
Shariatpur,2023,19.65,23.21369048,25.74569892,28.80597222,28.82728495,29.68763889,29.02849462,28.25927419,28.32805556,26.79892473,23.9325,20.05443548,1.8,2.7,100.3,58,123.8,301.9,202.9,419.2,274.1,126.8,97.6,20,75.04032258,66.20982143,67.91397849,69.7,76.15994624,80.42361111,82.96774194,87.4233871,86.59027778,80.89247312,75.76666667,81.00672043,4,0,0,0,0,0,503,886,745,476,242,45
Shariatpur,2024,21.7,21.9,25.3,31,33.4,31.6,27.4,27.1,28.6,29.7,,,0,1.79,0,0,0,0.04,37.63,19.7,0.66,10.37,,,47,59,45,59,57,69,89,91,81,77,,,3,6,9,26,0,0,0,0,60,138,,
Sherpur,2019,19.22,21.29,24.4,26.995,28.3,29.24,29.585,30.44,29.355,27.245,24.59,18.935,0,32,6,84,337,402,603,118,181,205,14,2,82.58,72.36,66.29,69.03,78.87,80.9,81.77,84.42,81.13,82.42,77.47,76.94,,,,,,,,1235,25,4,3,0
Sherpur,2020,18.085,20.37,24.545,26.465,27.965,29.505,29.45,30.26,29.36,29.205,24.015,19.185,11,1,10,107,562,440,600,95,388,179,2,0,76.81,69.93,71.52,70.5,75.52,88.27,86.45,87.23,84.03,82.84,76.67,81.13,26,29,31,30,31,30,31,31,30,31,30,31
Sherpur,2021,18.135,21.79,26.085,28.22,28.795,29.055,29.645,29.425,30.105,28.915,23.645,20.505,0,0,2,42,289,430,265,504,61,188,1,9,82.52,72.61,66.48,65,77.58,83.87,83.84,84.77,83.63,82.03,78.43,79.68,0,0,0,0,0,0,0,1,7,10,2,0
Sherpur,2022,16.9905914,17.63005952,24.66370968,26.63055556,26.59623656,26.90791667,28.67419355,28.69610215,27.22277778,25.67782258,22.01166667,19.04475806,9.8,65.4,36.5,211.8,456.5,559.4,273.7,196.2,382.8,289.4,0.2,0.3,80.77284946,75.77827381,66.88978495,81.86388889,84.20430108,88.30694444,82.46102151,82.1827957,88.57777778,84.39650538,78.71111111,78.92204301,0,0,0,0,0,0,0,0,3,19,39,0
Sherpur,2023,16.67540323,20.22276786,23.19758065,26.85222222,27.74879032,28.60402778,28.83696237,28.47903226,28.63194444,25.92768817,23.24222222,19.5030914,0,1,86.1,76.1,237.2,439.7,296.8,437.6,238.4,250,0.5,19.3,82.36424731,71.26785714,72.03360215,68.14166667,73.52419355,82.23888889,83.33870968,85.41666667,85.15555556,82.87365591,74.43888889,81.4327957,0,0,0,0,0,5,159,368,346,232,136,35
Sherpur,2024,21.4,21,23.9,30.6,34.5,29.2,26.2,28.7,28.9,28.8,,,0,1.29,0,0,0,9.53,32.77,2.35,0.77,12.48,,,49,50,33,43,43,78,95,78,79,80,,,3,2,0,0,2,1,0,1,20,92,,
Sirajganj,2019,18.94,21.385,25.18,27.79,29.57,29.725,29.56,30.405,29.395,27.535,24.53,18.605,0,52,17,195,295,327,484,158,149,150,20,6,82.58,72.36,66.29,69.03,78.87,80.9,81.77,84.42,81.13,82.42,77.47,76.94,,,,,,,,5186,307,142,24,1
Sirajganj,2020,17.525,19.93,24.985,27.275,28.075,29.51,29.475,29.915,29.44,28.535,23.685,19.345,28,1,27,200,419,306,459,136,212,169,0,0,87.45,77.57,82.55,84.57,90,93.8,90,90.29,88.47,85.74,79.37,83.03,0,0,0,0,0,0,0,0,0,0,0,0
Sirajganj,2021,18.345,21.735,27.495,29.49,29.4,28.93,29.285,29.265,29.49,28.375,23.225,20.065,0,0,8,58,200,546,171,459,109,221,7,38,77.35,71.57,72.03,73.23,78.06,88.9,89.16,89.16,88.9,86.13,79.03,80.71,0,0,0,0,0,0,0,7,3,4,2,0
Sirajganj,2022,17.58010753,18.27752976,25.17150538,28.08791667,27.6516129,28.12208333,29.14744624,28.87607527,27.82069444,26.42204301,22.79013889,19.80389785,17.7,82.6,7.1,129,353.1,268.7,237.9,191.5,346.7,273.8,0.2,2.9,79.2983871,75.66369048,68.43145161,78.95833333,82.18413978,85.31944444,80.49731183,81.13172043,86.40972222,82.54704301,74.55555556,74.43413978,0,0,0,0,0,0,0,0,0,16,45,8
Sirajganj,2023,17.53548387,21.74122024,24.61787634,28.05041667,28.76505376,29.79805556,29.23481183,28.88561828,28.7775,26.78561828,24.19708333,20.1,0.1,0.6,102,64.1,132.2,416.6,171.3,378.1,267.8,197.6,3.3,17.9,79.59139785,64.23958333,67.92473118,64.87638889,71.22043011,78.68472222,83.11155914,84.70967742,85.31805556,81.46236559,73.41666667,78.64247312,0,0,0,0,0,0,153,548,1175,1493,868,134
Sirajganj,2024,20.4,19.5,22.6,30.2,33.2,30.4,28.3,28.3,29.6,29.8,,,0,0.57,0,0,0,2.28,27.87,1.81,0.77,21.34,,,60,66,45,50,53,77,86,83,77,77,,,7,0,3,2,7,1,13,14,173,253,,
Sunamganj,2019,20.825,22.015,25.06,26.93,27.64,29.105,29.05,30.375,29.395,27.46,24.98,20.54,0,29,39,349,653,789,697,446,309,348,9,0,78.65,68.82,65.65,66.6,75.45,85.5,84.48,86.32,83.07,80.68,76.97,79.74,,,,,,,,451,6,3,0,0
Sunamganj,2020,19.195,21.63,25.315,27.005,27.295,28.72,28.84,30.085,28.83,28.905,24.91,20.755,18,3,23,244,640,651,990,382,883,382,12,0,83.26,71.96,67.32,66.6,80.03,86.53,85.65,88.13,87.17,84.55,79.37,79.06,0,0,0,0,0,0,0,0,0,0,0,0
Sunamganj,2021,20.375,22.41,26.89,27.99,28.425,28.745,29.41,28.615,30.26,29.05,24.45,21.62,0,0,127,143,290,664,703,928,200,240,0,14,75.94,68.25,62.87,64.6,66.71,80.5,79.81,77.13,75.97,77.52,79.07,79.19,0,0,0,0,0,0,0,0,0,0,0,0
Sunamganj,2022,16.81451613,17.02544643,24.02997312,24.94902778,25.96586022,25.90125,28.30725806,28.70443548,27.32583333,25.71908602,22.30638889,19.59005376,29.9,47.2,46.1,363.4,733.2,1318.8,756.4,361.9,572.2,268,2.9,13.9,80.92741935,77.6264881,67.18682796,86.1375,85.50672043,90.74027778,85.02822581,82.65994624,87.08055556,84.31854839,75.67361111,74.35349462,0,0,0,0,0,0,0,0,0,5,2,0
Sunamganj,2023,17.2016129,19.62380952,21.7016129,24.78694444,26.33239247,27.37625,28.21142473,27.76263441,28.54430556,25.73373656,22.98152778,19.85134409,3.5,16.8,136,91.6,277.1,935.5,859.8,840.8,380.4,476.2,20.8,17.3,78.9905914,76.50744048,80.49193548,79.64444444,81.37365591,86.35277778,86.99327957,88.52150538,85.76527778,85.12096774,80.98333333,81.09408602,0,0,0,0,0,0,27,38,24,9,4,0
Sunamganj,2024,20.1,20.2,22.3,25.7,28.2,28,25.4,28.3,28.9,27.8,,,0,0.69,0,6.35,3.53,27.87,89.2,9.93,3.56,16.37,,,63,51,46,76,75,85,97,82,79,85,,,1,1,0,0,0,0,0,0,0,1,,
Sylhet,2019,20.825,22.015,25.06,26.93,27.64,29.105,29.05,30.375,29.395,27.46,24.98,20.54,0,29,39,349,653,789,697,446,309,348,9,0,84.65,73.79,68.06,70.33,79.87,81.1,81.71,86.35,83.8,83.74,78.03,77.42,,,,,,,,5938,96,38,17,1
Sylhet,2020,19.195,21.63,25.315,27.005,27.295,28.72,28.84,30.085,28.83,28.905,24.91,20.755,18,3,23,244,640,651,990,382,883,382,12,0,77.48,72.43,71.77,68.9,73.68,84.27,84.58,84.23,85.07,81.32,76.7,80.1,0,0,0,0,0,0,0,0,0,0,0,0
Sylhet,2021,20.375,22.41,26.89,27.99,28.425,28.745,29.41,28.615,30.26,29.05,24.45,21.62,0,0,127,143,290,664,703,928,200,240,0,14,78.16,71.61,68.29,70.33,75,88.4,85.58,86.68,85.13,83.35,78.5,81.29,0,0,0,0,0,0,0,5,4,7,6,3
Sylhet,2022,17.71572581,18.03199405,24.40376344,24.99194444,26.12620968,26.0725,28.34153226,28.71626344,27.48902778,26.30215054,23.39111111,20.11397849,39.7,39.2,86.7,460.1,833.8,1154.6,682.3,400.6,535.2,281.1,2.2,10.7,78.24193548,72.53720238,66.00268817,85.45694444,85.37096774,90.77083333,85.41397849,83.5,87.00555556,82.65725806,73.20972222,75.37634409,0,0,0,0,0,0,0,0,5,44,42,6
Sylhet,2023,17.76666667,20.31532738,22.5219086,25.58152778,26.83682796,27.46305556,28.40255376,27.94811828,28.72208333,26.25564516,23.71680556,20.33198925,1.1,28.8,156.9,137.7,261.6,714.3,672.6,778.9,413.4,369.3,45.8,17.2,78.36693548,73.13392857,76.75134409,76.36666667,78.77688172,86.80833333,85.86962366,87.15456989,84.47638889,82.54569892,76.52916667,79.60215054,3,0,0,0,1,35,174,222,110,99,52,15
Sylhet,2024,20.1,20.2,22.3,25.7,28.2,28,25.4,28.3,28.9,27.8,,,0,0.69,0,6.35,3.53,27.87,89.2,9.93,3.56,16.37,,,63,51,46,76,75,85,97,82,79,85,,,3,0,0,1,3,1,0,0,20,49,,
Tangail,2019,17.525,19.93,24.985,27.275,28.075,29.51,29.475,29.915,29.44,28.535,23.685,19.345,28,1,27,200,419,306,459,136,212,169,0,0,80.16,70.86,64.23,64.8,72.87,83.67,81.9,83.97,79.63,79.65,76.67,80.16,,,,,,,,5317,204,76,22,1
Tangail,2020,18.94,21.385,25.18,27.79,29.57,29.725,29.56,30.405,29.395,27.535,24.53,18.605,0,52,17,195,295,327,484,158,149,150,20,6,85.74,75.04,74.68,74.8,80.26,84.83,85.52,87.71,82.63,83.52,79.73,81.74,0,0,0,0,0,0,0,0,0,0,0,0
Tangail,2021,18.345,21.735,27.495,29.49,29.4,28.93,29.285,29.265,29.49,28.375,23.225,20.065,0,0,8,58,200,546,171,459,109,221,7,38,76.97,65.93,60.74,67.67,77.77,87.77,86,89.23,79.5,80.74,74.13,76.48,0,0,0,0,0,0,1,0,43,20,7,0
Tangail,2022,17.52607527,18.21235119,24.94341398,27.84486111,27.47379032,27.96388889,29.08051075,28.87284946,27.65097222,26.08266129,22.3925,19.45887097,23.8,78.9,17.6,148.8,333.2,380.5,213,192.7,371.9,326.3,0.2,0.7,78.68413978,74.97470238,68.64919355,79.49583333,82.1733871,85.05138889,80.24462366,80.63709677,86.79444444,83.13575269,75.31527778,75.28494624,0,0,0,0,0,0,1,0,0,22,47,11
Tangail,2023,17.33965054,21.20282738,23.95604839,27.26013889,28.26639785,29.40986111,29.33387097,28.79072581,28.64805556,26.31182796,23.66583333,19.95645161,0,0.6,87.6,67.6,145.5,403.4,164.7,343.2,306.3,212.3,8.6,27.3,79.20026882,66.22321429,69.86962366,68.325,73.15994624,80.01944444,80.84946237,83.70026882,84.95277778,81.06182796,72.84583333,77.71774194,2,0,0,0,0,4,156,591,729,445,260,132
Tangail,2024,20.8,21,23.8,31.4,34.4,30.8,27.5,27.7,29.3,30,,,0,0.44,0,0,0,0.8,28.58,2.43,0.4,12.1,,,53,59,38,48,48,73,89,84,76,75,,,15,2,1,0,0,1,0,0,383,595,,
Thakurgaon,2019,18.63,20.59,23.835,26.52,28.065,29.725,29.66,30.795,28.7,26.8,24.36,17.95,0,27,0,130,187,293,680,328,492,151,0,0,76.97,65.93,60.74,67.67,77.77,87.77,86,89.23,79.5,80.74,74.13,76.48,,,,,,,,1382,27,8,2,5
Thakurgaon,2020,17.18,19.535,23.945,25.63,27.255,29.5,29.135,30.53,28.935,29.01,23.14,19.22,5,7,29,95,466,403,618,318,831,95,3,0,80.16,70.86,64.23,64.8,72.87,83.67,81.9,83.97,79.63,79.65,76.67,80.16,0,0,0,0,0,0,0,0,0,0,0,0
Thakurgaon,2021,17.235,20.965,24.98,27.81,27.75,29.605,30.14,29.69,29.84,28.42,23.16,20.18,0,0,0,22,278,273,180,407,144,442,0,5,82.58,72.36,66.29,69.03,78.87,80.9,81.77,84.42,81.13,82.42,77.47,76.94,0,0,0,0,0,0,0,0,0,0,0,0
Thakurgaon,2022,15.63373656,16.52127976,24.45026882,25.81847222,26.4391129,26.87875,28.82903226,28.57311828,27.10013889,25.20228495,21.89791667,18.64650538,22.7,55.6,12.6,74.6,190.9,621.5,299.4,266.6,303.6,112.4,0.3,0.9,82.47177419,74.95238095,64.00806452,79.33055556,82.03091398,87.27361111,81.79032258,82.84543011,87.57222222,82.15053763,71.85694444,74.76612903,0,0,0,0,0,0,0,0,0,0,10,0
Thakurgaon,2023,15.57110215,20.07425595,23.37526882,26.25958333,27.28346774,28.56888889,28.68884409,28.27217742,28.40958333,25.66895161,23.05458333,19.09771505,1.2,1.1,70,27.6,106,475.6,407.6,419.1,296.8,137.2,0.4,10,80.09946237,66.89732143,63.77956989,64.40833333,69.51344086,77.94722222,84.48387097,87.09811828,85.60972222,81.09139785,70.21388889,74.99327957,0,0,0,0,0,2,48,94,65,85,15,0
Thakurgaon,2024,20.7,19.9,23.8,31.9,33.2,29,28.5,30.4,28.7,28.8,,,0,0,0,0,0,3.74,35.32,2.78,14.72,0.59,,,45,36,26,20,17,78,85,72,81,79,,,0,0,0,0,0,0,0,0,2,30,,
